word_id,english_word,word_type,turkish_meaning,category_1,category_2,category_3,english_level,sample_sentence_en,sample_sentence_tr,is_known
211,this,determiner,Bu,Oxford-3000,,,A1,This is my book,Bu benim kitabım,0
212,twice,determiner,iki kere,Oxford-3000, , ,A1,I've already asked him twice.,Kendisine iki kere sordum zaten.,0
213,your,determiner,senin,Oxford-3000, , ,A1,Is this your bag?,Bu senin çantan mı?,0
214,action,noun,aksiyon,Oxford-3000, , ,A1,We can and must take prompt action to establish a coordinated approach to climate protection.,İklim korumasına yönelik koordineli bir yaklaşım oluşturmak için derhal harekete geçmeliyiz ve geçmeliyiz.,0
215,activity,noun,etkinlik,Oxford-3000, , ,A1,Economists are concerned by the low level of economic activity.,Ekonomistler ekonomik faaliyetin düşük seviyesinden endişe duyuyor.,0
216,actor,noun,aktör,Oxford-3000, , ,A1,She is one of the most versatile actors working today.,O; günümüzün en çok yönlü oyuncularından biri.,0
217,actress,noun,aktris,Oxford-3000, , ,A1,She's the highest-paid actress in Hollywood.,Hollywood'un en çok kazanan aktrisi.,0
218,address,noun,adres,Oxford-3000, , ,A1,Police searched an address in North London in connection with a drugs arrest.,Polis; uyuşturucu tutuklamasıyla bağlantılı olarak Kuzey Londra'daki bir adresi aradı.,0
219,adult,noun,yetişkin,Oxford-3000, , ,A1,An adult under English law is someone over 18 years old.,İngiliz yasalarına göre yetişkin; 18 yaşını doldurmuş kişidir.,0
220,advice,noun,tavsiye,Oxford-3000, , ,A1,I need some advice on which computer to buy.,Hangi bilgisayarı almam gerektiği konusunda tavsiyeye ihtiyacım var.,0
221,afternoon,noun,öğleden sonra,Oxford-3000, , ,A1,It was a sunny afternoon.,Güneşli bir öğleden sonraydı.,0
222,age,noun,yaş,Oxford-3000, , ,A1,Do you know the age of that building?,O binanın yaşını biliyor musun?,0
223,air,noun,hava,Oxford-3000, , ,A1,I went outside to get some fresh air.,Biraz temiz hava almak için dışarı çıktım.,0
224,airport,noun,havalimanı,Oxford-3000, , ,A1,Most of our flights depart from convenient local airports.,Uçuşlarımızın çoğu yerel havalimanlarından kalkmaktadır.,0
225,animal,noun,hayvan,Oxford-3000, , ,A1,Both children are real animal lovers.,Her iki çocuk da gerçek birer hayvansever.,0
226,answer,noun,cevap,Oxford-3000, , ,A1,In answer to your letter of 30 May; I am writing to accept your offer of £3;575 in compensation.,30 Mayıs tarihli mektubunuza cevaben; 3.575 £ tazminat teklifinizi kabul etmek için yazıyorum.,0
227,anybody,noun,herhangi biri,Oxford-3000, , ,A1,Does anybody have change for a $10 bill?,10 dolarlık banknot için bozuk parası olan var mı?,0
228,anyone,noun,herhangi biri,Oxford-3000, , ,A1,I haven't spoken to anyone all day.,Bütün gün kimseyle konuşmadım.,0
229,anything,noun,herhangi bir şey,Oxford-3000, , ,A1,Is there anything I can do to help?,Yardımcı olabileceğim bir şey var mı?,0
230,apartment,noun,daire,Oxford-3000, , ,A1,I'll give you the keys to my apartment.,Sana dairemin anahtarlarını vereceğim.,0
231,apple,noun,elma,Oxford-3000, , ,A1,He was munching on an apple.,Bir elma yiyordu.,0
232,april,noun,nisan,Oxford-3000, , ,A1,We came back in April.,Nisan ayında geri döndük.,0
233,area,noun,alan,Oxford-3000, , ,A1,All areas of the country will have some rain tonight.,Bu gece ülkenin her yerinde sağanak yağış bekleniyor.,0
234,arm,noun,kol,Oxford-3000, , ,A1,He held her in his arms (= held her closely).,Onu kollarında tuttu (= sıkıca tuttu).,0
235,art,noun,sanat,Oxford-3000, , ,A1,I enjoyed the ballet; but it wasn't really great art.,Baleyi beğendim; ama çok da güzel bir sanat eseri değildi.,0
236,article,noun,madde,Oxford-3000, , ,A1,There was an interesting article on vegetarianism in the paper yesterday.,Dün gazetede vejetaryenlikle ilgili ilginç bir makale vardı.,0
237,artist,noun,sanatçı,Oxford-3000, , ,A1,Monet is one of my favourite artists.,Monet en sevdiğim sanatçılardan biridir.,0
238,august,noun,Ağustos,Oxford-3000, , ,A1,They usually go to their holiday home in August.,Genellikle Ağustos ayında tatil evlerine gidiyorlar.,0
239,aunt,noun,hala,Oxford-3000, , ,A1,I have an aunt in Australia.,Avustralya'da bir teyzem var.,0
240,autumn,noun,sonbahar,Oxford-3000, , ,A1,We like to travel in (the) autumn when there are fewer tourists.,Turistlerin daha az olduğu sonbahar aylarında seyahat etmeyi severiz.,0
241,baby,noun,Bebek,Oxford-3000, , ,A1,The average five-week-old baby will weigh somewhere around nine pounds.,Ortalama beş haftalık bir bebeğin ağırlığı yaklaşık dokuz kilo civarında olacaktır.,0
242,bag,noun,çanta,Oxford-3000, , ,A1,Don't eat that whole bag of (= the amount the bag contains) sweets at once.,O şeker paketinin tamamını (= paketin içindeki miktar) bir kerede yemeyin.,0
243,ball,noun,top,Oxford-3000, , ,A1,Just try to concentrate on hitting the ball.,Sadece topa vurmaya konsantre olmaya çalışın.,0
244,banana,noun,muz,Oxford-3000, , ,A1,I only had a banana for lunch.,Öğle yemeğinde sadece bir muz yedim.,0
245,band,noun,bant,Oxford-3000, , ,A1,The Beatles were probably the most famous band in the world.,Beatles muhtemelen dünyanın en ünlü grubuydu.,0
246,bank (money),noun,banka (para),Oxford-3000,,,A1,I need to go to the bank,Bankaya gitmem gerekiyor,0
247,bath,noun,banyo,Oxford-3000, , ,A1,Susannah has a long hot bath every evening.,Susannah her akşam uzun ve sıcak bir banyo yapar.,0
248,bathroom,noun,banyo,Oxford-3000, , ,A1,The house has four bedrooms and two bathrooms.,Evde dört yatak odası ve iki banyo bulunmaktadır.,0
249,beach,noun,sahil,Oxford-3000, , ,A1,We spent the day on the beach.,Günümüzü sahilde geçirdik.,0
250,bed,noun,yatak,Oxford-3000, , ,A1,He likes to have breakfast in bed on a Saturday morning.,Cumartesi sabahları yatakta kahvaltı yapmayı sever.,0
251,bedroom,noun,yatak odası,Oxford-3000, , ,A1,Our home has three bedrooms.,Evimizde üç yatak odası var.,0
252,beer,noun,bira,Oxford-3000, , ,A1,He asked for a pint of beer.,Bir pint bira istedi.,0
253,beginning,noun,başlangıç,Oxford-3000, , ,A1,Notes on how to use this dictionary can be found at the beginning of the book.,Bu sözlüğün nasıl kullanılacağına dair notlar kitabın başında bulunabilir.,0
254,bicycle,noun,bisiklet,Oxford-3000, , ,A1,I go to work by bicycle.,Ben işe bisikletle gidiyorum.,0
255,bike,noun,bisiklet,Oxford-3000, , ,A1,It would be better for the environment if more people used bikes rather than cars.,Daha çok insanın araba yerine bisiklet kullanması çevre için daha iyi olur.,0
256,bill,noun,fatura,Oxford-3000, , ,A1,They sent us a bill for the work they had done.,Yaptıkları işin faturasını bize gönderdiler.,0
257,bird,noun,kuş,Oxford-3000, , ,A1,Most birds lay eggs in the spring.,Kuşların çoğu ilkbaharda yumurtlar.,0
258,birthday,noun,doğum günü,Oxford-3000, , ,A1,Happy birthday; Flavio!,İyi ki doğdun; Flavio!,0
259,blog,noun,blog,Oxford-3000,,,A1,She writes a popular travel blog,Popüler bir seyahat blogu yazıyor,0
260,boat,noun,bot,Oxford-3000, , ,A1,We took turns to row the boat up the river.,Sırayla tekneyi nehirde kürek çekerek götürüyorduk.,0
261,body,noun,vücut,Oxford-3000, , ,A1,A good diet and plenty of exercise will help you to keep your body healthy.,İyi bir beslenme ve bol egzersiz vücudunuzun sağlıklı kalmasına yardımcı olacaktır.,0
262,book,noun,kitap,Oxford-3000, , ,A1,Have you read any good books recently?,Son zamanlarda okuduğunuz güzel kitaplar var mı?,0
263,boot,noun,bot,Oxford-3000, , ,A1,Don't forget your boots and shin pads.,Botlarınızı ve kaval koruyucularınızı unutmayın.,0
264,bottle,noun,şişe,Oxford-3000, , ,A1,Plastic bottles are lighter than glass ones.,Plastik şişeler cam şişelerden daha hafiftir.,0
265,box,noun,kutu,Oxford-3000, , ,A1,He ate a whole box of chocolates.,Bir kutu çikolatayı yedi.,0
266,boy,noun,erkek çocuk,Oxford-3000, , ,A1,As a young boy; my father used to walk three miles to school.,Küçük bir çocukken babam okula üç mil yürüyerek giderdi.,0
267,boyfriend,noun,erkek arkadaş,Oxford-3000, , ,A1,He's not my boyfriend - we're just good friends!,O benim erkek arkadaşım değil; sadece iyi arkadaşız!,0
268,bread,noun,ekmek,Oxford-3000, , ,A1,She went to the store to get a loaf of bread.,Bir somun ekmek almak için markete gitti.,0
269,breakfast,noun,kahvaltı,Oxford-3000, , ,A1,She arrived shortly after breakfast.,Kahvaltıdan kısa bir süre sonra geldi.,0
270,brother,noun,Erkek kardeş,Oxford-3000, , ,A1,Do you have any brothers and sisters?,Kardeşin var mı?,0
271,brown,noun,kahverengi,Oxford-3000, , ,A1,There was a dark brown smudge on the carpet.,Halının üzerinde koyu kahverengi bir leke vardı.,0
272,building,noun,bina,Oxford-3000, , ,A1,The once-empty site was now covered with buildings.,Bir zamanlar boş olan alan şimdi binalarla kaplıydı.,0
273,bus,noun,otobüs,Oxford-3000, , ,A1,You should take the bus (= travel by bus) if you want to see the sights.,Eğer manzaraları görmek istiyorsanız otobüse binmelisiniz (=otobüsle seyahat etmelisiniz).,0
274,business,noun,işletme,Oxford-3000, , ,A1,Applying new technology to classic business models creates new opportunities.,Yeni teknolojiyi klasik iş modellerine uygulamak yeni fırsatlar yaratır.,0
275,butter,noun,tereyağı,Oxford-3000, , ,A1,We were served scones with butter and jam.,Bize tereyağı ve reçelli çörekler ikram edildi.,0
276,bye,noun,hoşça kal,Oxford-3000, , ,A1,Bye! See you next week!,Hoşça kalın! Haftaya görüşmek üzere!,0
277,cafe,noun,kafe,Oxford-3000,,,A1,Lets meet at the cafe for coffee,Hadi kahve içmek için kafede buluşalım,0
278,cake,noun,kek,Oxford-3000, , ,A1,He made/baked a delicious cake.,Çok lezzetli bir kek yaptı/pişirdi.,0
279,camera,noun,kamera,Oxford-3000, , ,A1,I forgot to take my camera with me to Portugal; so I couldn't take any photos.,Portekiz'e giderken fotoğraf makinemi yanıma almayı unuttum; bu yüzden fotoğraf çekemedim.,0
280,capital,noun,başkent,Oxford-3000, , ,A1,Australia's capital city is Canberra.,Avustralya'nın başkenti Canberra'dır.,0
281,car,noun,araba,Oxford-3000, , ,A1,They don't have a car.,Onların arabası yok.,0
282,card,noun,kart,Oxford-3000, , ,A1,I don't have any cash - can I put this on (= pay using) my card?,Hiç nakit param yok - bunu kartımla ödeyebilir miyim?,0
283,career,noun,kariyer,Oxford-3000, , ,A1,It helps if you can move a few rungs up the career ladder before taking time off to have a baby.,Bebek sahibi olmak için ara vermeden önce kariyer basamaklarında birkaç basamak yukarı çıkabilmeniz faydalı olacaktır.,0
284,carrot,noun,havuç,Oxford-3000, , ,A1,The menu features standout starters like spiced carrot soup.,Menüde baharatlı havuç çorbası gibi öne çıkan başlangıçlar yer alıyor.,0
285,cat,noun,kedi,Oxford-3000, , ,A1,The tiger is the largest member of the cat family.,Kaplan; kedigiller familyasının en büyük üyesidir.,0
286,CD,noun,CD,Oxford-3000,,,A1,I bought a new music CD,Yeni bir müzik CD'si aldım,0
287,cent,noun,yüzde,Oxford-3000, , ,A1,A call will cost you around 25 cents.,Bir aramanın maliyeti yaklaşık 25 sent olacaktır.,0
288,centre,noun,merkez,Oxford-3000, , ,A1,There was a large table in the centre of the room.,Odanın ortasında büyük bir masa vardı.,0
289,century,noun,yüzyıl,Oxford-3000, , ,A1,The city centre has scarcely changed in over a century.,Şehir merkezi bir asırdan fazla bir süredir neredeyse hiç değişmedi.,0
290,chair,noun,sandalye,Oxford-3000, , ,A1,Who will take the chair at the next meeting?,Bir sonraki toplantıda başkanlığı kim devralacak?,0
291,chart,noun,çizelge,Oxford-3000, , ,A1,There is a chart on the classroom wall showing the relative heights of all the children.,Sınıf duvarında tüm çocukların boy uzunluklarını gösteren bir tablo var.,0
292,cheese,noun,peynir,Oxford-3000, , ,A1,Would you like a slice/piece of cheese with your bread?,Ekmeğinizin yanında bir dilim/parça peynir ister misiniz?,0
293,chicken,noun,tavuk,Oxford-3000, , ,A1,A male chicken is called a cock and a female chicken is called a hen.,Erkek tavuğa horoz; dişi tavuğa ise tavuk denir.,0
294,child,noun,çocuk,Oxford-3000, , ,A1,As a child I didn't eat vegetables.,Çocukken sebze yemezdim.,0
295,chocolate,noun,çikolata,Oxford-3000, , ,A1,I took her a box of chocolates.,Ona bir kutu çikolata götürdüm.,0
296,cinema,noun,sinema,Oxford-3000, , ,A1,The town no longer has a cinema.,Kasabada artık sinema yok.,0
297,city,noun,şehir,Oxford-3000, , ,A1,Wellington is the capital city (= centre of government) of New Zealand.,Wellington; Yeni Zelanda'nın başkentidir (=hükümet merkezi).,0
298,class,noun,sınıf,Oxford-3000, , ,A1,Which class are you in this year?,Bu yıl hangi sınıftasın?,0
299,classroom,noun,sınıf,Oxford-3000, , ,A1,Students learning computer studies spend two days each week in a computer lab and four days in the classroom.,Bilgisayar öğrenimi gören öğrenciler haftada iki gün bilgisayar laboratuvarında; dört gün ise sınıfta vakit geçiriyorlar.,0
300,clock,noun,saat,Oxford-3000, , ,A1,We have an antique clock on our mantelpiece.,Şöminemizin üzerinde antika bir saat var.,0
301,clothes,noun,kıyafetler,Oxford-3000,,,A1,I need to wash my clothes,Çamaşırlarımı yıkamam gerekiyor,0
302,club,noun,kulüp,Oxford-3000, , ,A1,Visitors must be accompanied by club members.,Ziyaretçilere kulüp üyelerinin eşlik etmesi gerekmektedir.,0
303,coat,noun,kaban,Oxford-3000, , ,A1,Do your coat up; Joe; or you'll freeze.,Paltonu giy Joe; yoksa donacaksın.,0
304,coffee,noun,Kahve,Oxford-3000, , ,A1,Would you get some coffee when you go shopping?,Alışverişe gittiğinizde kahve alır mısınız?,0
305,college,noun,kolej,Oxford-3000, , ,A1,I met my husband when we were in college.,Kocamla üniversitedeyken tanıştım.,0
306,colour,noun,renk,Oxford-3000, , ,A1,What's your favourite colour?,En sevdiğiniz renk hangisi?,0
307,company,noun,şirket,Oxford-3000, , ,A1,He works for a software company/a company that makes software.,Bir yazılım şirketinde/yazılım üreten bir şirkette çalışıyor.,0
308,computer,noun,bilgisayar,Oxford-3000, , ,A1,All our customer orders are handled by computer.,Müşterilerimizin tüm siparişleri bilgisayar ortamında işlenmektedir.,0
309,concert,noun,konser,Oxford-3000, , ,A1,I'm playing in a concert at the church hall next weekend.,Önümüzdeki hafta sonu kilise salonunda bir konserde çalacağım.,0
310,conversation,noun,konuşma,Oxford-3000, , ,A1,She had a strange conversation with the man who moved in upstairs.,Üst kata taşınan adamla garip bir konuşma yaptı.,0
311,cooking,noun,yemek pişirmek,Oxford-3000, , ,A1,My mother always hated cooking.,Annem yemek yapmaktan her zaman nefret ederdi.,0
312,cost,noun,maliyet,Oxford-3000, , ,A1,When you buy a new computer; you usually get software included at no extra cost.,Yeni bir bilgisayar satın aldığınızda; genellikle ekstra bir ücret ödemeden yazılım da alırsınız.,0
313,country,noun,ülke,Oxford-3000, , ,A1,What is the largest country in the world?,Dünyanın en büyük ülkesi hangisidir?,0
314,course,noun,kurs,Oxford-3000, , ,A1,They're going away on a training course next week.,Önümüzdeki hafta eğitim kursuna gidecekler.,0
315,cousin,noun,kuzen,Oxford-3000, , ,A1,My brother's wife and I both had babies around the same time; so the cousins are very close in age.,Kardeşimin eşiyle ben aynı dönemde çocuk sahibi olduk; dolayısıyla kuzenlerin yaşları birbirine çok yakın.,0
316,cow,noun,inek,Oxford-3000, , ,A1,We had several chickens and a dairy cow on our farm.,Çiftliğimizde birkaç tavuğumuz ve bir süt ineğimiz vardı.,0
317,cream,noun,krema,Oxford-3000, , ,A1,Do you like cream in your coffee?,Kahvenizde krema sever misiniz?,0
318,culture,noun,kültür,Oxford-3000, , ,A1,She's studying modern Japanese language and culture.,Modern Japon dili ve kültürü üzerine çalışıyor.,0
319,cup,noun,bardak,Oxford-3000, , ,A1,Would you like a cup of coffee?,Bir fincan kahve ister misiniz?,0
320,customer,noun,müşteri,Oxford-3000, , ,A1,There goes another satisfied customer!,Memnun bir müşterimiz daha gitti!,0
321,dad,noun,baba,Oxford-3000, , ,A1,It was great to see your mum and dad at the concert last night.,Dün gece konserde anneni ve babanı görmek harikaydı.,0
322,dancer,noun,dansçı,Oxford-3000, , ,A1,He's a dancer in the Royal Ballet.,Kraliyet Balesi'nde dansçıdır.,0
323,dancing,noun,dans,Oxford-3000,,,A1,Dancing is her favorite hobby,Dans etmek onun en sevdiği hobisi,0
324,date,noun,tarih,Oxford-3000, , ,A1,Today's date is 11 June (the eleventh of June).,Bugünün tarihi 11 Haziran (Haziran ayının onbiri).,0
325,daughter,noun,kız çocuğu,Oxford-3000, , ,A1,Liz and Phil have a daughter and three sons.,Liz ve Phil'in bir kızı ve üç oğlu var.,0
326,day,noun,gün,Oxford-3000, , ,A1,January has 31 days.,Ocak ayı 31 gündür.,0
327,december,noun,Aralık,Oxford-3000, , ,A1,My parents got married in December.,Annem ve babam Aralık ayında evlendiler.,0
328,description,noun,Tanım,Oxford-3000, , ,A1,Write a description of your favourite beach.,En sevdiğiniz plajın tanımını yazın.,0
329,desk,noun,çalışma masası,Oxford-3000, , ,A1,She sat at her desk writing letters.,Masasına oturmuş mektup yazıyordu.,0
